"filename", "language", "JavaScript", "JavaScript React", "JSON", "CSS", "comment", "blank", "total"
"/Users/clifford/Codings/winda-test/components/Transport/Review.jsx", "JavaScript React", 0, 157, 0, 0, 0, 10, 167
"/Users/clifford/Codings/winda-test/components/Transport/ReviewOverview.jsx", "JavaScript React", 0, 115, 0, 0, 0, 9, 124
"/Users/clifford/Codings/winda-test/components/Transport/Reviews.jsx", "JavaScript React", 0, 83, 0, 0, 0, 7, 90
"/Users/clifford/Codings/winda-test/components/Transport/ScrollTo.jsx", "JavaScript React", 0, 148, 0, 0, 0, 11, 159
"/Users/clifford/Codings/winda-test/components/Transport/TransportCategories.jsx", "JavaScript React", 0, 438, 0, 0, 0, 20, 458
"/Users/clifford/Codings/winda-test/components/Transport/TransportTypes.jsx", "JavaScript React", 0, 119, 0, 0, 1, 17, 137
"/Users/clifford/Codings/winda-test/components/Trip/ActivityCard.jsx", "JavaScript React", 0, 234, 0, 0, 0, 27, 261
"/Users/clifford/Codings/winda-test/components/Trip/ActivityTrip.jsx", "JavaScript React", 0, 22, 0, 0, 0, 5, 27
"/Users/clifford/Codings/winda-test/components/Trip/Card.jsx", "JavaScript React", 0, 193, 0, 0, 0, 31, 224
"/Users/clifford/Codings/winda-test/components/Trip/Search.jsx", "JavaScript React", 0, 142, 0, 0, 0, 9, 151
"/Users/clifford/Codings/winda-test/components/Trip/Tags.jsx", "JavaScript React", 0, 411, 0, 0, 0, 23, 434
"/Users/clifford/Codings/winda-test/components/Trip/Trips.jsx", "JavaScript React", 0, 21, 0, 0, 0, 4, 25
"/Users/clifford/Codings/winda-test/components/ui/Accordion.jsx", "JavaScript React", 0, -1, 0, 0, 0, 0, -1
"/Users/clifford/Codings/winda-test/components/ui/BottomTooltip.jsx", "JavaScript React", 0, 6, 0, 0, 0, 0, 6
"/Users/clifford/Codings/winda-test/components/ui/Carousel.jsx", "JavaScript React", 0, -10, 0, 0, 0, 0, -10
"/Users/clifford/Codings/winda-test/components/ui/DatePicker.jsx", "JavaScript React", 0, 4, 0, 0, 0, 0, 4
"/Users/clifford/Codings/winda-test/components/ui/DatePickerOpen.jsx", "JavaScript React", 0, 44, 0, 0, 0, 4, 48
"/Users/clifford/Codings/winda-test/components/ui/DatePickerRange.jsx", "JavaScript React", 0, 8, 0, 0, 0, 0, 8
"/Users/clifford/Codings/winda-test/components/ui/FullScreenMobileModal.jsx", "JavaScript React", 0, 119, 0, 0, 0, 5, 124
"/Users/clifford/Codings/winda-test/components/ui/LargeFullscreenPopup.jsx", "JavaScript React", 0, 145, 0, 0, 0, 8, 153
"/Users/clifford/Codings/winda-test/components/ui/ListItem.jsx", "JavaScript React", 0, -8, 0, 0, 0, 0, -8
"/Users/clifford/Codings/winda-test/components/ui/MobileModal.jsx", "JavaScript React", 0, 26, 0, 0, 0, 1, 27
"/Users/clifford/Codings/winda-test/components/ui/SecondCard.jsx", "JavaScript React", 0, 5, 0, 0, 0, 0, 5
"/Users/clifford/Codings/winda-test/components/ui/SelectInput.jsx", "JavaScript React", 0, 1, 0, 0, 0, 0, 1
"/Users/clifford/Codings/winda-test/components/ui/TopTooltip.jsx", "JavaScript React", 0, 5, 0, 0, 0, 0, 5
"/Users/clifford/Codings/winda-test/lib/getItemsInBasket.js", "JavaScript", 129, 0, 0, 0, 0, 16, 145
"/Users/clifford/Codings/winda-test/lib/onScreen.js", "JavaScript", 17, 0, 0, 0, 1, 6, 24
"/Users/clifford/Codings/winda-test/lib/pricePlan.js", "JavaScript", 75, 0, 0, 0, 0, 3, 78
"/Users/clifford/Codings/winda-test/lib/url.js", "JavaScript", 23, 0, 0, 0, 0, 1, 24
"/Users/clifford/Codings/winda-test/package-lock.json", "JSON", 0, 0, 53, 0, 0, 0, 53
"/Users/clifford/Codings/winda-test/package.json", "JSON", 0, 0, 2, 0, 0, 0, 2
"/Users/clifford/Codings/winda-test/pages/cart/index.jsx", "JavaScript React", 0, 325, 0, 0, 0, 5, 330
"/Users/clifford/Codings/winda-test/pages/activities/[slug].jsx", "JavaScript React", 0, 1036, 0, 0, 109, 91, 1236
"/Users/clifford/Codings/winda-test/pages/activities/index.jsx", "JavaScript React", 0, 21, 0, 0, 0, 4, 25
"/Users/clifford/Codings/winda-test/pages/index.jsx", "JavaScript React", 0, -683, 0, 0, 750, -4, 63
"/Users/clifford/Codings/winda-test/pages/order-successfull/index.jsx", "JavaScript React", 0, 1, 0, 0, 0, 0, 1
"/Users/clifford/Codings/winda-test/pages/orders/index.jsx", "JavaScript React", 0, -43, 0, 0, 283, 27, 267
"/Users/clifford/Codings/winda-test/pages/stays/[slug].jsx", "JavaScript React", 0, 1139, 0, 0, 76, 86, 1301
"/Users/clifford/Codings/winda-test/pages/stays/index.jsx", "JavaScript React", 0, 526, 0, 0, 54, 75, 655
"/Users/clifford/Codings/winda-test/pages/transport/[slug].jsx", "JavaScript React", 0, 1974, 0, 0, 0, 136, 2110
"/Users/clifford/Codings/winda-test/pages/transport/index.jsx", "JavaScript React", 0, 963, 0, 0, 4, 64, 1031
"/Users/clifford/Codings/winda-test/pages/trip/activities/index.jsx", "JavaScript React", 0, 491, 0, 0, 0, 50, 541
"/Users/clifford/Codings/winda-test/pages/trip/plan/index.jsx", "JavaScript React", 0, 2057, 0, 0, 3, 111, 2171
"/Users/clifford/Codings/winda-test/pages/trip/stays/index.jsx", "JavaScript React", 0, 295, 0, 0, 226, 42, 563
"/Users/clifford/Codings/winda-test/redux/actions/auth.js", "JavaScript", 86, 0, 0, 0, 0, 0, 86
"/Users/clifford/Codings/winda-test/redux/actions/transport.js", "JavaScript", 29, 0, 0, 0, 0, 2, 31
"/Users/clifford/Codings/winda-test/redux/reducers/index.js", "JavaScript", 11, 0, 0, 0, 0, 0, 11
"/Users/clifford/Codings/winda-test/redux/reducers/transport.js", "JavaScript", 20, 0, 0, 0, 0, 7, 27
"/Users/clifford/Codings/winda-test/styles/Modal.module.css", "CSS", 0, 0, 0, 1, 0, 0, 1
"/Users/clifford/Codings/winda-test/styles/globals.css", "CSS", 0, 0, 0, 44, 0, 8, 52
"Total", "-", 390, 17040, 55, 45, 1723, 1415, 20668
