"filename", "language", "JSON with Comments", "JavaScript", "JSON", "XML", "Markdown", "CSS", "JavaScript React", "comment", "blank", "total"
"/Users/clifford/Codings/winda-test/next.config.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/clifford/Codings/winda-test/package-lock.json", "JSON", 0, 0, 16587, 0, 0, 0, 0, 0, 1, 16588
"/Users/clifford/Codings/winda-test/package.json", "JSON", 0, 0, 70, 0, 0, 0, 0, 0, 1, 71
"/Users/clifford/Codings/winda-test/pages/_app.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/clifford/Codings/winda-test/pages/_document.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 4, 44
"/Users/clifford/Codings/winda-test/pages/cart/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 431, 0, 36, 467
"/Users/clifford/Codings/winda-test/pages/create-stay/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 10, 0, 3, 13
"/Users/clifford/Codings/winda-test/pages/activities/[slug].jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 882, 33, 62, 977
"/Users/clifford/Codings/winda-test/pages/activities/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 1013, 2, 70, 1085
"/Users/clifford/Codings/winda-test/pages/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 1414, 24, 45, 1483
"/Users/clifford/Codings/winda-test/pages/login/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 10, 0, 3, 13
"/Users/clifford/Codings/winda-test/pages/logout/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 13, 0, 4, 17
"/Users/clifford/Codings/winda-test/pages/map-test/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 10, 0, 3, 13
"/Users/clifford/Codings/winda-test/pages/order-successfull/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 148, 0, 15, 163
"/Users/clifford/Codings/winda-test/pages/orders/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 1453, 106, 94, 1653
"/Users/clifford/Codings/winda-test/pages/signup/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 9, 0, 2, 11
"/Users/clifford/Codings/winda-test/pages/stays/[slug].jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 1018, 25, 66, 1109
"/Users/clifford/Codings/winda-test/pages/stays/index.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 1386, 658, 83, 2127
"/Users/clifford/Codings/winda-test/postcss.config.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/clifford/Codings/winda-test/public/images/pin.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/clifford/Codings/winda-test/public/vercel.svg", "XML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/clifford/Codings/winda-test/redux/actions/activity.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 2, 33
"/Users/clifford/Codings/winda-test/redux/actions/auth.js", "JavaScript", 0, 139, 0, 0, 0, 0, 0, 0, 10, 149
"/Users/clifford/Codings/winda-test/redux/actions/home.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/clifford/Codings/winda-test/redux/actions/stay.js", "JavaScript", 0, 78, 0, 0, 0, 0, 0, 0, 17, 95
"/Users/clifford/Codings/winda-test/redux/reducers/activity.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"/Users/clifford/Codings/winda-test/redux/reducers/auth.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 13, 49
"/Users/clifford/Codings/winda-test/redux/reducers/home.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 14, 56
"/Users/clifford/Codings/winda-test/redux/reducers/index.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 4, 43
"/Users/clifford/Codings/winda-test/redux/reducers/order.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/clifford/Codings/winda-test/redux/reducers/stay.js", "JavaScript", 0, 78, 0, 0, 0, 0, 0, 0, 23, 101
"/Users/clifford/Codings/winda-test/redux/store.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 8, 25
"/Users/clifford/Codings/winda-test/styles/BottomTooltip.module.css", "CSS", 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"/Users/clifford/Codings/winda-test/styles/Button.module.css", "CSS", 0, 0, 0, 0, 0, 28, 0, 0, 4, 32
"/Users/clifford/Codings/winda-test/styles/Cart.module.css", "CSS", 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"/Users/clifford/Codings/winda-test/styles/Checkbox.module.css", "CSS", 0, 0, 0, 0, 0, 103, 0, 2, 8, 113
"/Users/clifford/Codings/winda-test/styles/LeftTooltip.module.css", "CSS", 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"/Users/clifford/Codings/winda-test/styles/Listing.module.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 1, 2, 6
"/Users/clifford/Codings/winda-test/styles/Loading.module.css", "CSS", 0, 0, 0, 0, 0, 39, 0, 0, 6, 45
"/Users/clifford/Codings/winda-test/styles/LoadingSpinnerChase.module.css", "CSS", 0, 0, 0, 0, 0, 77, 0, 0, 7, 84
"/Users/clifford/Codings/winda-test/styles/Lodging.module.css", "CSS", 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"/Users/clifford/Codings/winda-test/styles/Main.module.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/clifford/Codings/winda-test/styles/MobileStyledLink.module.css", "CSS", 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"/Users/clifford/Codings/winda-test/styles/Modal.module.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/clifford/Codings/winda-test/styles/PriceFilter.module.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/clifford/Codings/winda-test/styles/RightTooltip.module.css", "CSS", 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"/Users/clifford/Codings/winda-test/styles/Search.module.css", "CSS", 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"/Users/clifford/Codings/winda-test/styles/Share.module.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/clifford/Codings/winda-test/styles/Sidebar.module.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/clifford/Codings/winda-test/styles/Stay.module.css", "CSS", 0, 0, 0, 0, 0, 24, 0, 0, 6, 30
"/Users/clifford/Codings/winda-test/styles/StickyHeader.module.css", "CSS", 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"/Users/clifford/Codings/winda-test/styles/StyledLink.module.css", "CSS", 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"/Users/clifford/Codings/winda-test/styles/TopTooltip.module.css", "CSS", 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"/Users/clifford/Codings/winda-test/styles/globals.css", "CSS", 0, 0, 0, 0, 0, 167, 0, 10, 37, 214
"/Users/clifford/Codings/winda-test/tailwind.config.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 7, 64
"Total", "-", 3, 848, 16657, 5, 20, 563, 19906, 1455, 1863, 41320
